,date,division,pangolinLineage,submittingLab,count
25366,2021-01-10,Schaffhausen,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
25367,2021-08-12,Basel-Stadt,AY.4,Clinical Bacteriology,7
25368,2021-06-11,Bern,B.1.1.318,"Department of Biosystems Science and Engineering, ETH Zürich",1
25369,2021-01-25,Vaud,,"Department of Biosystems Science and Engineering, ETH Zürich",1
25370,2021-01-27,Ticino,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
25371,2020-11-09,Lucerne,B.1.36.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25372,2021-05-03,Valais,B.1.1.7,Viollier AG,2
25373,2021-05-06,Basel-Land,C.36.3,"Department of Biosystems Science and Engineering, ETH Zürich",1
25374,2021-02-01,Neuchâtel,B.1.160.31,"Department of Biosystems Science and Engineering, ETH Zürich",2
25375,2020-11-09,Basel-Land,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",6
25376,2021-05-04,Aargau,C.36.3,"Department of Biosystems Science and Engineering, ETH Zürich",1
25377,2021-01-15,Basel-Land,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
25378,2021-06-15,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,1
25379,2020-12-18,Aargau,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",8
25380,2021-07-20,Geneva,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",3
25381,2021-02-15,Solothurn,B.1.1.7,"University Hospital Basel, Clinical Bacteriology",4
25382,2020-10-14,Geneva,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25383,2020-12-30,Aargau,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",4
25384,2021-02-02,Geneva,C.16,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
25385,2020-03-19,Zürich,B.1,"Institute of Medical Virology, University of Zurich",1
25386,2020-07-30,Basel-Stadt,B.1.177,"University Hospital Basel, Clinical Bacteriology",2
25387,2021-01-16,Basel-Stadt,B.1.221,"University Hospital Basel, Clinical Bacteriology",1
25388,2021-08-15,Sankt Gallen,B.1.617.2,Institute of Medical Virology,1
25389,2020-08-04,Zürich,B.1.146,"Department of Biosystems Science and Engineering, ETH Zürich",1
25390,2021-04-19,Bern,AZ.2.1,"Institute for Infectious Diseases, University of Bern, Switzerland",1
25391,2021-07-27,Basel-Stadt,B.1.617.2,Clinical Bacteriology,13
25392,2021-03-11,Solothurn,Q.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25393,2021-09-14,Lucerne,AY.41,"Institute for Infectious Diseases, University of Bern",1
25394,2021-01-21,Vaud,B.1.1.519,"Department of Biosystems Science and Engineering, ETH Zürich",3
25395,2021-09-27,Bern,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",8
25396,2021-08-30,Solothurn,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",51
25397,2021-01-21,Zürich,B.1.177.77,"Department of Biosystems Science and Engineering, ETH Zürich",1
25398,2021-09-25,Lucerne,AY.4,Clinical Bacteriology,2
25399,2021-01-12,Bern,B.1.160,Clinical Bacteriology,1
25400,2021-01-08,Zürich,B.1.177.51,"Department of Biosystems Science and Engineering, ETH Zürich",1
25401,2021-01-25,Geneva,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25402,2021-01-07,Sankt Gallen,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25403,2020-11-12,Aargau,B.1.1.371,"Department of Biosystems Science and Engineering, ETH Zürich",2
25404,2020-10-13,Basel-Stadt,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25405,2021-05-21,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,7
25406,2021-03-04,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",13
25407,2021-01-05,Uri,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
25408,2021-01-18,Graubünden,B.1.1.222,"Department of Biosystems Science and Engineering, ETH Zürich",1
25409,2020-12-27,Basel-Land,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
25410,2021-09-12,Solothurn,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",2
25411,2021-06-25,Graubünden,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
25412,2021-01-20,Neuchâtel,B.1.258.17,"Genomics and Transcriptomics, Philip Morris International",1
25413,2020-11-25,Valais,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
25414,2021-09-14,Basel-Land,AY.33,"Department of Biosystems Science and Engineering, ETH Zürich",3
25415,2021-06-16,Lucerne,B.1.617.2,Clinical Bacteriology,1
25416,2021-02-01,Sankt Gallen,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",1
25417,2021-10-09,Basel-Stadt,AY.4,Clinical Bacteriology,1
25418,2021-02-01,Basel-Stadt,B.1.160.11,"University Hospital Basel, Clinical Bacteriology",1
25419,2021-05-17,Bern,B.1.1.7,Clinical Bacteriology,2
25420,2021-01-02,Zürich,B.1.160.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
25421,2021-01-14,Zürich,C.20,"Department of Biosystems Science and Engineering, ETH Zürich",1
25422,2021-10-04,Zürich,AY.5,Institute of Medical Virology,1
25423,2020-12-25,Zürich,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
25424,2021-02-12,Geneva,B.1.160,"HUG, Laboratory of Virology and the Health2030 Genome Center",3
25425,2021-01-23,Geneva,B.1.1.39,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
25426,2020-10-13,Bern,B.1.1.144,"Department of Biosystems Science and Engineering, ETH Zürich",1
25427,2021-05-23,Sankt Gallen,B.1.1.7,Center for Laboratory Medicine,9
25428,2020-11-07,Bern,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",1
25429,2021-04-08,Uri,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
25430,2021-01-11,Basel-Land,B.1.160.12,"Department of Biosystems Science and Engineering, ETH Zürich",2
25431,2020-11-24,Basel-Land,B.1.36.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
25432,2021-04-25,Sankt Gallen,B.1.351.3,Microbiology,1
25433,2021-08-24,Sankt Gallen,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
25434,2021-02-02,Basel-Land,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
25435,2020-12-23,Zürich,AF.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
25436,2020-12-23,Zürich,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
25437,2021-01-26,Neuchâtel,B.1.258,"Genomics and Transcriptomics, Philip Morris International",1
25438,2021-09-21,Geneva,AY.4,Genesupport,6
25439,2021-08-11,Jura,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",3
25440,2021-01-23,Geneva,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",8
25441,2021-01-20,Vaud,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",17
25442,2021-03-05,Neuchâtel,B.1.1,"Genomics and Transcriptomics, Philip Morris International",1
25443,2021-09-03,Aargau,AY.29.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25444,2021-03-09,Neuchâtel,B.1.619,"Genomics and Transcriptomics, Philip Morris International",1
25445,2021-10-04,Vaud,AY.39,Laboratory of genomics and metagenomics,1
25446,2021-03-20,Sankt Gallen,B.1.1.7,Center for Laboratory Medicine St. Gallen,2
25447,2021-09-02,Zürich,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",4
25448,2021-09-27,Sankt Gallen,AY.4,Institute of Medical Virology,1
25449,2020-12-18,Zürich,B.1.160.10,"Department of Biosystems Science and Engineering, ETH Zürich",1
25450,2021-08-04,Aargau,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",3
25451,2020-06-29,Bern,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25452,2021-05-28,Basel-Stadt,B.1.617.2,Clinical Bacteriology,1
25453,2021-01-06,Geneva,B.1.1.519,"Department of Biosystems Science and Engineering, ETH Zürich",2
25454,2021-08-07,Zürich,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",1
25455,2021-02-12,Vaud,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
25456,2021-08-07,Lucerne,B.1.617.2,Clinical Bacteriology,1
25457,2020-11-23,Graubünden,B.1.221,Swiss National Reference Centre for Influenza,1
25458,2021-04-14,Schwyz,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",5
25459,2021-03-25,Vaud,B.1.1.7,Laboratory of genomics and metagenomics,1
25460,2021-04-17,Schaffhausen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
25461,2021-10-01,Bern,AY.4,"Institute for Infectious Diseases, University of Bern",1
25462,2021-07-18,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",33
25463,2021-03-19,Basel-Stadt,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
25464,2020-12-28,Aargau,B.1.1.352,"Department of Biosystems Science and Engineering, ETH Zürich",1
25465,2020-10-16,Solothurn,C.36.2,"University Hospital Basel, Clinical Bacteriology",1
25466,2020-11-11,Schwyz,B.1.1.39,"Institute of Medical Virology, University of Zurich",1
25467,2021-09-29,Sankt Gallen,AY.23,Center for Laboratory Medicine,1
25468,2021-09-03,Ticino,AY.33,Synlab Bioggio,1
25469,2020-11-26,Basel-Stadt,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
25470,2021-05-04,Valais,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
25471,2021-09-03,Basel-Land,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
25472,2021-01-21,Fribourg,B.1.1.7,Clinical Bacteriology,2
25473,2021-07-12,Vaud,B.1.1.7,Genesupport,1
25474,2021-03-24,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",9
25475,2020-10-28,Appenzell Ausserrhoden,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
25476,2021-08-11,Bern,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
25477,2020-11-07,Solothurn,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",3
25478,2021-02-15,Valais,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
25479,2021-09-02,Sankt Gallen,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
25480,2021-09-28,Aargau,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",2
25481,2021-10-12,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
25482,2020-12-20,Bern,B.1.160.26,"Department of Biosystems Science and Engineering, ETH Zürich",1
25483,2021-05-24,Zürich,Q.1,Institute of Medical Virology,1
25484,2020-11-28,Basel-Stadt,B.1.1.189,"University Hospital Basel, Clinical Bacteriology",1
25485,2020-07-28,Vaud,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
25486,2021-01-26,Jura,B.1.1.7,Clinical Bacteriology,6
25487,2021-05-08,Thurgau,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25488,2021-06-06,Geneva,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
25489,2020-11-02,Vaud,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25490,2020-12-23,Bern,B.1.160.29,"Department of Biosystems Science and Engineering, ETH Zürich",2
25491,2021-01-03,,B.1.1,"University Hospital Basel, Clinical Bacteriology",1
25492,2021-10-13,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",6
25493,2021-10-06,Fribourg,AY.39,Microbiology,1
25494,2021-01-12,Zürich,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",3
25495,2020-12-04,Basel-Stadt,B.1.177,"University Hospital Basel, Clinical Bacteriology",1
25496,2020-11-03,Neuchâtel,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",3
25497,2020-06-24,Vaud,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25498,2021-02-01,Schwyz,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
25499,2021-04-24,Geneva,B.1.1.519,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
25500,2021-07-14,Ticino,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",4
25501,2021-05-12,Ticino,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
25502,2020-09-30,Vaud,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
25503,2021-03-29,Geneva,B.1.351.3,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
25504,2021-08-29,Aargau,AY.4,Institute of Medical Virology,1
25505,2020-07-28,Schaffhausen,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
25506,2020-11-11,Aargau,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
25507,2020-10-22,Switzerland,B.1.367,"Department of Biosystems Science and Engineering, ETH Zürich",2
25508,2021-01-26,Basel-Land,B.1.177.86,"Department of Biosystems Science and Engineering, ETH Zürich",1
25509,2021-01-26,Schwyz,L.3,"Department of Biosystems Science and Engineering, ETH Zürich",2
