,date,division,pangolinLineage,submittingLab,count
7942,2021-08-08,Basel-Land,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",4
7943,2021-07-16,Thurgau,B.1.617.2,Institute of Medical Virology,1
7944,2021-01-13,Zürich,B.1.177.72,"Department of Biosystems Science and Engineering, ETH Zürich",1
7945,2020-12-29,Valais,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
7946,2021-09-30,Lucerne,AY.7.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
7947,2021-07-14,Vaud,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",6
7948,2021-07-26,Valais,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
7949,2021-06-06,Bern,B.1.1.7,Institute for Infectious Diseases,7
7950,2020-07-28,Vaud,B.1.367,"Department of Biosystems Science and Engineering, ETH Zürich",1
7951,2021-01-25,Basel-Land,B.1.111,"Department of Biosystems Science and Engineering, ETH Zürich",1
7952,2020-12-08,Solothurn,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
7953,2021-01-03,Aargau,,"Department of Biosystems Science and Engineering, ETH Zürich",1
7954,2021-10-04,Valais,AY.4,"Valais Hospital, Central Institute",4
7955,2021-07-27,Sankt Gallen,B.1.1.7,Center for Laboratory Medicine,1
7956,2021-09-02,Zürich,AY.5,"Department of Biosystems Science and Engineering, ETH Zürich",1
7957,2021-09-01,Lucerne,AY.23,Genesupport,1
7958,2021-10-15,Vaud,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",5
7959,2021-08-06,Basel-Land,AY.7.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
7960,2020-05-06,Vaud,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
7961,2020-06-30,Vaud,B.1.236,"Department of Biosystems Science and Engineering, ETH Zürich",1
7962,2020-12-03,Aargau,B.1.160.22,"Department of Biosystems Science and Engineering, ETH Zürich",1
7963,2020-12-12,Lucerne,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
7964,2021-08-30,Graubünden,AY.7.1,"Microbiology, Dr. Risch",1
7965,2020-12-22,Bern,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
7966,2021-04-06,Bern,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",13
7967,2021-07-22,Aargau,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",2
7968,2021-08-06,Bern,AY.39,"Microbiology, Dr. Risch",2
7969,2020-03-05,Switzerland,B,"Department of Biosystems Science and Engineering, ETH Zürich",2
7970,2021-01-12,Neuchâtel,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
7971,2021-01-25,Basel-Stadt,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
7972,2020-12-14,Aargau,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",2
7973,2021-07-29,Vaud,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
7974,2021-01-25,Vaud,B.1.1.189,"Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland",2
7975,2021-03-09,Zürich,A,"Department of Biosystems Science and Engineering, ETH Zürich",1
7976,2020-12-03,Sankt Gallen,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
7977,2021-05-04,Aargau,B.1.1.7,Viollier AG,1
7978,2021-05-13,Zürich,B.1.1.7,Institute of Medical Virology,21
7979,2021-02-19,Geneva,B.1.160.16,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
7980,2021-07-18,Basel-Land,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",9
7981,2020-12-09,Sankt Gallen,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
7982,2021-09-19,,AY.4,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
7983,2021-04-22,Solothurn,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",11
7984,2021-01-28,Graubünden,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
7985,2021-01-04,Lucerne,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",3
7986,2021-08-17,Vaud,AY.34,"Department of Biosystems Science and Engineering, ETH Zürich",1
7987,2021-04-16,Aargau,B.1.1.7,Institute of Medical Virology,1
7988,2021-07-25,Bern,C.37.1,Institute for Infectious Diseases,1
7989,2020-12-16,Zürich,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",3
7990,2021-06-18,Ticino,P.1,Laboratorio di Microbiologia,1
7991,2021-04-08,Geneva,B.1.160.26,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
7992,2021-08-20,Jura,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
7993,2021-08-06,Valais,B.1.617.2,"Valais Hospital, Central Institute",6
7994,2021-05-18,Aargau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",14
7995,2021-01-20,Bern,,"Department of Biosystems Science and Engineering, ETH Zürich",2
7996,2020-12-22,Lucerne,B.1.258.17,"University Hospital Basel, Clinical Bacteriology",1
7997,2020-12-18,Schwyz,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
7998,2021-08-22,Geneva,AY.7.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",3
7999,2021-01-13,Zürich,B.1.177.89,"Department of Biosystems Science and Engineering, ETH Zürich",1
8000,2021-03-21,Basel-Land,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
8001,2020-11-20,Bern,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",2
8002,2020-08-29,Vaud,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",2
8003,2021-07-29,Geneva,B.1.617.2,Genesupport,79
8004,2021-05-18,Zürich,C.36.3,Institute of Medical Virology,1
8005,2021-01-18,Fribourg,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8006,2021-09-28,Bern,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",10
8007,2021-03-12,Vaud,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8008,2021-04-26,Ticino,B.1.525,,1
8009,2020-12-14,Aargau,B.1.1.219,"Department of Biosystems Science and Engineering, ETH Zürich",1
8010,2020-12-01,Schwyz,B.1.160.26,"Department of Biosystems Science and Engineering, ETH Zürich",1
8011,2020-12-18,Ticino,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
8012,2021-01-18,Ticino,B.1.177,"HUG, Laboratory of Virology and the Health2030 Genome Center",4
8013,2021-04-23,Basel-Stadt,B.1.1.7,Clinical Bacteriology,1
8014,2021-05-09,Zürich,B.1.221,Institute of Medical Virology,1
8015,2021-04-30,Solothurn,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",14
8016,2021-05-26,Bern,B.1.1.7,Viollier AG,1
8017,2020-11-20,Aargau,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8018,2021-01-16,Valais,C.16,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8019,2021-02-01,Bern,B.1.36,"Department of Biosystems Science and Engineering, ETH Zürich",1
8020,2020-09-29,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",1
8021,2021-01-22,Basel-Land,B.1.160,Swiss Tropical and Public Health Institute,1
8022,2021-02-08,Neuchâtel,B.1.1.7,"Genomics and Transcriptomics, Philip Morris International",8
8023,2021-05-05,Lucerne,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8024,2021-02-25,Lucerne,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
8025,2020-07-27,Zürich,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",1
8026,2021-01-29,Schaffhausen,B.1.160.29,"Department of Biosystems Science and Engineering, ETH Zürich",1
8027,2021-04-23,Schwyz,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8028,2021-08-13,Aargau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",2
8029,2021-04-21,Thurgau,B.1.1.7,Viollier AG,1
8030,2021-07-19,Bern,B.1.617.2,Institute of Medical Virology,1
8031,2021-05-07,Vaud,B.1.1.420,"Department of Biosystems Science and Engineering, ETH Zürich",1
8032,2021-05-16,Ticino,B.1.1.7,,4
8033,2021-05-27,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",9
8034,2021-09-17,Aargau,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",2
8035,2021-10-02,Zürich,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
8036,2020-03-17,Solothurn,B.1.1,"University Hospital Basel, Clinical Bacteriology",1
8037,2021-07-04,Geneva,AY.9,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8038,2021-06-24,Bern,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8039,2021-08-17,Geneva,AY.9,"HUG, Laboratory of Virology and the Health2030 Genome Center",3
8040,2021-03-18,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",21
8041,2021-08-09,Schaffhausen,AY.33,"Department of Biosystems Science and Engineering, ETH Zürich",1
8042,2021-05-09,Thurgau,AZ.2.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8043,2021-10-05,Sankt Gallen,AY.4,Institute of Medical Virology,1
8044,2021-09-03,Sankt Gallen,AY.4.2,Institute of Medical Virology,1
8045,2020-12-17,Zürich,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",2
8046,2020-12-09,Neuchâtel,B.1.160.29,"Department of Biosystems Science and Engineering, ETH Zürich",1
8047,2021-01-22,Zürich,B.1.177,"Institute of Medical Virology, University of Zurich",1
8048,2020-11-02,Bern,B.1.160.29,"Department of Biosystems Science and Engineering, ETH Zürich",1
8049,2021-05-07,Geneva,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
8050,2021-02-09,Basel-Land,B.1.36.22,"Department of Biosystems Science and Engineering, ETH Zürich",1
8051,2020-10-07,Geneva,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8052,2021-05-03,Geneva,B.1.351,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8053,2021-03-18,Vaud,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",8
8054,2020-11-09,Zürich,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",4
8055,2021-01-23,Basel-Stadt,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",1
8056,2021-02-11,Zürich,B.1.525,"Department of Biosystems Science and Engineering, ETH Zürich",1
8057,2020-12-30,Geneva,B.1.177.72,"Department of Biosystems Science and Engineering, ETH Zürich",1
8058,2021-07-18,Aargau,B.1.617.2,"Microbiology, Dr. Risch",1
8059,2020-10-03,Basel-Land,B.1.1.39,"University Hospital Basel, Clinical Bacteriology",1
8060,2021-02-03,Zürich,P.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8061,2021-08-17,Geneva,AY.5,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
8062,2021-03-18,Bern,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
8063,2021-09-13,Zug,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8064,2021-04-10,Geneva,B.1.351.3,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8065,2020-12-30,Bern,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",4
8066,2021-09-22,Zürich,AY.3,Institute of Medical Virology,1
8067,2021-02-22,Vaud,A.27,"Department of Biosystems Science and Engineering, ETH Zürich",1
8068,2020-12-29,Thurgau,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",1
8069,2021-07-12,Aargau,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",6
8070,2021-09-01,Lucerne,AY.4,Clinical Bacteriology,7
8071,2021-01-05,Zürich,B.1.160.30,"Department of Biosystems Science and Engineering, ETH Zürich",2
8072,2021-10-15,Bern,AY.4,Microbiology,1
8073,2021-04-30,Geneva,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
8074,2021-09-15,Zürich,AY.34,"Department of Biosystems Science and Engineering, ETH Zürich",2
8075,2021-08-05,Vaud,B.1.617.2,Genesupport,1
8076,2021-08-17,Schwyz,,"Department of Biosystems Science and Engineering, ETH Zürich",1
8077,2020-03-20,Basel-Land,B.1,"University Hospital Basel, Clinical Bacteriology",4
8078,2020-10-23,Basel-Land,B.1.1.189,"University Hospital Basel, Clinical Bacteriology",1
8079,2021-08-07,Vaud,B.1.617.2,Laboratory of genomics and metagenomics,21
8080,2021-08-23,Lucerne,AY.9,Institute for Infectious Diseases,1
8081,2021-05-01,Basel-Land,B.1.1.318,"Department of Biosystems Science and Engineering, ETH Zürich",1
8082,2021-09-29,Zürich,AY.4,Institute of Medical Virology,2
8083,2021-02-12,Basel-Stadt,B.1.1.7,"University Hospital Basel, Clinical Bacteriology",4
8084,2021-07-23,Vaud,AY.9,Laboratory of genomics and metagenomics,2
8085,2020-03-04,Aargau,B.1.1,"Institute of Medical Virology, University of Zurich",1
8086,2020-12-28,Bern,B.1.160,"University Hospital Basel, Clinical Bacteriology",1
8087,2021-03-09,Solothurn,C.36.3,"Department of Biosystems Science and Engineering, ETH Zürich",1
8088,2021-09-04,Geneva,AY.7.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8089,2021-01-11,Geneva,B.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
8090,2020-10-21,Switzerland,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",3
8091,2021-09-26,Bern,B.1.617.2,"Institute for Infectious Diseases, University of Bern",4
8092,2021-03-15,Zürich,B.1.1.7,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8093,2020-10-20,Switzerland,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",2
8094,2021-07-28,Vaud,AY.4,Genesupport,1
8095,2021-08-26,Graubünden,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",2
8096,2020-12-14,Basel-Stadt,B.1.160.16,"University Hospital Basel, Clinical Bacteriology",1
8097,2021-09-02,Vaud,AY.9,Laboratory of genomics and metagenomics,2
8098,2021-07-15,Sankt Gallen,AY.39,"Microbiology, Dr. Risch",1
8099,2020-11-02,Valais,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
8100,2021-09-01,Bern,AY.4,Institute for Infectious Diseases,1
8101,2021-02-02,Solothurn,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
8102,2021-09-28,Bern,B.1.617.2,Microbiology,10
8103,2021-03-16,Ticino,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",4
8104,2021-01-23,Geneva,B.1.1,"HUG, Laboratory of Virology and the Health2030 Genome Center",2
8105,2021-01-25,Basel-Land,B.1.258,"University Hospital Basel, Clinical Bacteriology",1
8106,2021-08-24,Aargau,AY.4,Clinical Bacteriology,1
8107,2021-04-15,Neuchâtel,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8108,2020-03-26,Bern,B.1,"Institute for Infectious Diseases, University of Bern",2
8109,2021-01-04,Zürich,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8110,2021-08-26,Aargau,B.1.617.2,Institute of Medical Virology,4
8111,2021-08-11,Bern,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",12
8112,2021-04-24,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",30
8113,2020-12-31,Zürich,B.1.177.89,"Department of Biosystems Science and Engineering, ETH Zürich",1
8114,2021-09-24,Vaud,AY.5,Laboratory of genomics and metagenomics,1
8115,2021-01-18,Basel-Land,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8116,2020-12-31,Geneva,B.1.1.384,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8117,2020-05-16,Solothurn,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
8118,2020-09-10,Vaud,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8119,2021-02-01,Zürich,B.1.177.89,"Department of Biosystems Science and Engineering, ETH Zürich",1
8120,2021-01-09,Zürich,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
8121,2021-10-13,Schwyz,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",8
8122,2021-08-26,Valais,AY.4,"Valais Hospital, Central Institute",6
8123,2021-01-19,Vaud,A.21,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8124,2021-09-22,Thurgau,B.1.617.2,Institute of Medical Virology,1
8125,2021-01-09,Bern,B.1.160.10,"Department of Biosystems Science and Engineering, ETH Zürich",1
8126,2021-03-01,Geneva,C.35,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8127,2021-01-04,Zürich,B.1.1.384,"Department of Biosystems Science and Engineering, ETH Zürich",2
8128,2021-01-07,Zürich,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
8129,2021-10-10,Basel-Stadt,B.1.617.2,Clinical Bacteriology,2
8130,2021-08-21,Bern,AY.33,"Microbiology, Dr. Risch",1
8131,2021-05-25,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",9
8132,2021-02-10,Schwyz,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8133,2020-07-06,Graubünden,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8134,2021-08-24,Solothurn,B.1.617.2,Clinical Bacteriology,3
8135,2021-05-25,Valais,B.1.617.2,"Valais Hospital, Central Institute",1
8136,2020-12-19,Bern,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",2
8137,2021-05-11,Zürich,C.38,"Microbiology, Dr. Risch",1
8138,2020-11-13,Zürich,B.1.177.85,"Department of Biosystems Science and Engineering, ETH Zürich",1
8139,2021-07-16,Aargau,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
8140,2021-09-06,Basel-Land,AY.5,"Department of Biosystems Science and Engineering, ETH Zürich",3
8141,2021-01-09,Solothurn,B.1.160.16,"Department of Biosystems Science and Engineering, ETH Zürich",1
8142,2021-05-18,Basel-Land,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",14
8143,2021-08-03,Zürich,AY.34,Institute of Medical Virology,1
8144,2021-02-07,Geneva,B.1.1.39,"HUG, Laboratory of Virology and the Health2030 Genome Center",1
8145,2020-12-26,Aargau,B.1.160.30,"University Hospital Basel, Clinical Bacteriology",1
8146,2021-01-08,Zürich,B.1.406,"Department of Biosystems Science and Engineering, ETH Zürich",1
8147,2020-12-23,Basel-Land,B.1.1,"Department of Biosystems Science and Engineering, ETH Zürich",2
8148,2021-10-15,Zug,AY.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
8149,2021-08-28,Ticino,B.1.617.2,Laboratorio di Microbiologia,5
8150,2021-07-23,Solothurn,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
8151,2020-03-21,Basel-Stadt,B.1.128,"University Hospital Basel, Clinical Bacteriology",1
8152,2020-11-04,Zürich,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",3
8153,2021-01-22,Uri,B.1.177.64,"Department of Biosystems Science and Engineering, ETH Zürich",1
8154,2021-08-03,Lucerne,AY.33,Genesupport,1
8155,2021-01-23,Solothurn,B.1.236,"Department of Biosystems Science and Engineering, ETH Zürich",1
8156,2021-02-03,Sankt Gallen,B.1.351,Clinical Bacteriology,1
8157,2020-12-22,Zürich,B.1.177.43,"Department of Biosystems Science and Engineering, ETH Zürich",4
8158,2020-10-26,Basel-Stadt,B.1.1.277,"University Hospital Basel, Clinical Bacteriology",1
8159,2021-02-10,Zürich,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",5
8160,2021-01-18,Vaud,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
8161,2021-02-20,Basel-Land,B.1.1.7,Clinical Bacteriology,1
8162,2021-02-10,Basel-Land,B.1.1.7,Clinical Bacteriology,1
8163,2020-12-05,Bern,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8164,2021-10-05,Basel-Stadt,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",1
8165,2021-04-06,Jura,B.1.160.26,"Microbiology, Dr. Risch",2
8166,2020-06-09,Sankt Gallen,,"Department of Biosystems Science and Engineering, ETH Zürich",1
8167,2021-09-07,Aargau,B.1.617.2,Institute of Medical Virology,3
8168,2020-10-12,Bern,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8169,2021-10-16,Bern,B.1.617.2,Microbiology,3
8170,2021-07-24,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",29
8171,2020-12-16,Solothurn,B.1.160.30,"Department of Biosystems Science and Engineering, ETH Zürich",1
8172,2021-10-08,Solothurn,B.1.617.2,"Institute for Infectious Diseases, University of Bern",1
8173,2021-01-14,Aargau,AF.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8174,2020-12-26,Zürich,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",2
8175,2021-02-08,Vaud,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",1
8176,2021-05-17,Schwyz,P.1.17,"Microbiology, Dr. Risch",1
8177,2021-05-04,Thurgau,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",1
8178,2020-11-08,Schaffhausen,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
8179,2020-12-15,Bern,B.1.160.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8180,2020-12-24,Bern,B.1.258,"Department of Biosystems Science and Engineering, ETH Zürich",1
8181,2020-10-24,Valais,B.1.160.10,"Department of Biosystems Science and Engineering, ETH Zürich",1
8182,2021-09-19,Basel-Stadt,B.1.617.2,Clinical Bacteriology,1
8183,2021-01-18,Aargau,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",1
8184,2021-08-04,Vaud,B.1.617.2,Laboratory of genomics and metagenomics,27
8185,2020-11-17,Bern,B.1.177.28,"Department of Biosystems Science and Engineering, ETH Zürich",1
8186,2021-08-16,Aargau,AY.7.1,Institute of Medical Virology,1
8187,2021-09-08,Solothurn,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",1
8188,2021-08-10,Basel-Land,AY.20,"Department of Biosystems Science and Engineering, ETH Zürich",1
8189,2021-08-20,Basel-Land,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",16
8190,2020-12-23,Zürich,B.1.177.32,"Department of Biosystems Science and Engineering, ETH Zürich",1
8191,2021-02-02,Basel-Stadt,B.1.258.17,"University Hospital Basel, Clinical Bacteriology",1
8192,2020-12-16,Lucerne,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
8193,2020-12-07,Bern,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",2
8194,2021-07-31,Geneva,B.1.617.2,"HUG, Laboratory of Virology and the Health2030 Genome Center",30
8195,2020-09-25,Vaud,B.1.177.44,"Department of Biosystems Science and Engineering, ETH Zürich",3
8196,2021-08-05,Basel-Stadt,AY.14,"Department of Biosystems Science and Engineering, ETH Zürich",1
8197,2021-08-29,Lucerne,B.1.617.2,Genesupport,2
8198,2021-01-04,Aargau,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",5
8199,2021-10-10,Aargau,B.1.617.2,Institute of Medical Virology,1
8200,2021-05-15,Zürich,B.1.1.7,Institute of Medical Virology,14
8201,2020-08-06,Basel-Land,B.1.146,"University Hospital Basel, Clinical Bacteriology",2
8202,2021-02-15,Solothurn,B.1.258.17,"Department of Biosystems Science and Engineering, ETH Zürich",2
8203,2020-12-31,Glarus,B.1.258,"University Hospital Basel, Clinical Bacteriology",1
8204,2021-09-30,Zürich,AY.4,"Department of Biosystems Science and Engineering, ETH Zürich",5
8205,2021-04-19,Jura,B.1.160,Clinical Bacteriology,1
8206,2020-12-29,Solothurn,B.1.160.15,"Department of Biosystems Science and Engineering, ETH Zürich",1
8207,2021-08-25,Aargau,AY.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8208,2021-03-08,Neuchâtel,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",2
8209,2021-01-08,Basel-Stadt,B.1.258,"University Hospital Basel, Clinical Bacteriology",1
8210,2021-05-18,Schaffhausen,AZ.2.1,"Microbiology, Dr. Risch",1
8211,2021-02-06,Zürich,B.1.36.35,"Department of Biosystems Science and Engineering, ETH Zürich",4
8212,2020-12-16,Zürich,B.1.160.9,"Department of Biosystems Science and Engineering, ETH Zürich",1
8213,2021-01-19,Bern,B.1.160.16,"University Hospital Basel, Switzerland",1
8214,2021-08-06,Bern,AY.4,Institute for Infectious Diseases,1
8215,2021-09-06,Schwyz,AY.7.1,"Department of Biosystems Science and Engineering, ETH Zürich",4
8216,2021-08-05,Sankt Gallen,AY.10,"Department of Biosystems Science and Engineering, ETH Zürich",3
8217,2021-04-23,Ticino,B.1.1.7,,15
8218,2020-08-14,Bern,B.1.1.39,"Department of Biosystems Science and Engineering, ETH Zürich",1
8219,2021-04-09,Basel-Land,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8220,2020-12-30,Basel-Land,B.1.160,"Department of Biosystems Science and Engineering, ETH Zürich",2
8221,2021-01-16,Aargau,B.1.221,"Department of Biosystems Science and Engineering, ETH Zürich",1
8222,2020-10-01,Sankt Gallen,B.1.416.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8223,2020-10-15,Basel-Stadt,B.1.1.189,"University Hospital Basel, Clinical Bacteriology",1
8224,2021-02-26,Vaud,B.1.214.2,"Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland",1
8225,2020-12-31,Sankt Gallen,B.1.258,"University Hospital Basel, Clinical Bacteriology",1
8226,2021-04-02,Schaffhausen,B.1.1.7,"Department of Biosystems Science and Engineering, ETH Zürich",4
8227,2020-12-16,Basel-Land,C.18,"Department of Biosystems Science and Engineering, ETH Zürich",1
8228,2020-12-13,Solothurn,B.1,"Department of Biosystems Science and Engineering, ETH Zürich",1
8229,2021-02-05,Basel-Stadt,B.1.1.70,"Department of Biosystems Science and Engineering, ETH Zürich",3
8230,2021-08-03,Bern,AY.23,"Department of Biosystems Science and Engineering, ETH Zürich",1
8231,2020-07-31,Basel-Stadt,B.1.1.47,"University Hospital Basel, Clinical Bacteriology",1
8232,2020-11-22,Schaffhausen,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
8233,2020-08-23,Basel-Land,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",1
8234,2020-12-06,Bern,B.1.177.75,"Department of Biosystems Science and Engineering, ETH Zürich",2
8235,2021-08-13,Vaud,AY.7.1,Laboratory of genomics and metagenomics,1
8236,2020-12-07,Zürich,B.1.177,"Department of Biosystems Science and Engineering, ETH Zürich",2
8237,2021-08-18,Solothurn,AY.20,"Microbiology, Dr. Risch",1
8238,2021-06-01,Ticino,B.1.1.7,Laboratorio di Microbiologia,4
8239,2021-07-12,Basel-Land,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",11
8240,2021-09-01,Lucerne,AY.7.1,Clinical Bacteriology,2
8241,2021-09-07,Solothurn,AY.4.5,"Department of Biosystems Science and Engineering, ETH Zürich",1
8242,2021-07-27,Zürich,B.1.617.2,"Department of Biosystems Science and Engineering, ETH Zürich",7
8243,2020-12-24,Basel-Land,B.1.160.12,"Department of Biosystems Science and Engineering, ETH Zürich",1
8244,2021-10-21,Sankt Gallen,AY.4,Microbiology,1
